cod_municipio;modulo_fiscal_ha;fracao_minima_parcelamento_ha;zona_tipica_modulo;zona_pecuaria;data_referencia;fonte;observacao
3203601;60.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3203700;18.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3203809;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3203908;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204005;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204054;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204104;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204203;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204252;60.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204302;30.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204351;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204401;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204500;18.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204559;18.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204609;18.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204658;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204708;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204807;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204906;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3204955;18.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205002;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205010;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205036;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205069;18.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205101;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205150;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205176;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205200;12.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
3205309;7.0;2.0;A2;1;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600105;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600204;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600212;50.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600238;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600253;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600279;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600303;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600402;70.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600501;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600154;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600535;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600550;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600600;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600055;50.0;3.0;B2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600709;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
1600808;70.0;4.0;C1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700102;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700201;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700300;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700409;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700508;18.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700607;30.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700706;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700805;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2700904;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701001;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701100;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701209;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701308;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701357;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701407;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701506;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701605;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701704;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701803;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2701902;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702009;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702108;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702207;12.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702306;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702355;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702405;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702504;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702553;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702603;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702702;60.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702801;16.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2702900;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703007;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703106;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703205;60.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703304;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703403;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703502;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703601;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703700;70.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703759;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703809;16.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2703908;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704005;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704104;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704203;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704302;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704401;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704906;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704500;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704609;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704708;12.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2704807;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705002;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705101;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705200;16.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705309;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705408;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705507;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705606;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705705;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705804;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2705903;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706000;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706109;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706208;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706307;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706406;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706422;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706448;18.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706505;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706604;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706703;50.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706802;60.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2706901;12.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707008;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707107;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707206;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707305;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707404;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707503;60.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707602;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707701;12.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707800;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2707909;12.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708006;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708105;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708204;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708303;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708402;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708501;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708600;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708709;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708808;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708907;12.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2708956;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2709004;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2709103;15.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2709152;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2709202;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2709301;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2709400;16.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2900355;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2901601;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2907905;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2909208;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2910750;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2911857;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2916500;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2917904;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2918100;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2923803;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2924009;70.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2924207;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2926509;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2927002;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2927606;70.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2930766;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800100;45.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800209;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800308;7.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800407;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800506;35.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800605;5.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800670;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2800704;18.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801009;35.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801108;45.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801207;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801306;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801405;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801504;18.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801603;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801702;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2801900;40.0;2.0;A2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802007;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802106;10.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802205;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802304;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802403;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802502;18.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802601;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802700;18.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802809;10.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2802908;20.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803005;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803104;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803203;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803302;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803401;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803500;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803609;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803708;60.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803807;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2803906;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804003;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804102;20.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804201;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804300;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804409;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804458;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804508;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804607;40.0;2.0;A2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804706;60.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804805;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2804904;20.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805000;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805109;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805208;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805307;18.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805406;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805505;40.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805604;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805703;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805802;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2805901;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806008;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806107;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806206;30.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806305;10.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806503;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806404;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806602;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806701;10.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806800;30.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2806909;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807006;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807105;40.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807204;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807303;40.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807402;70.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807501;40.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2807600;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2200053;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2200103;70.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
