cod_tse_municipio;nome_municipio_tse;sigla_uf;mandato;nome_gestor;nome_urna;partido;situacao;fonte
28835;TRAIPU;AL;2025-2028;MANUEL LUCAS KUMMER FREITAS DOS SANTOS;LUCAS SANTOS;MDB;ELEITO;TSE (dados abertos)
27790;JUNQUEIRO;AL;2025-2028;CICERO LEANDRO PEREIRA DA SILVA;LEANDRO SILVA;MDB;ELEITO;TSE (dados abertos)
28312;PAULO JACINTO;AL;2025-2028;FRANCISCO MANOEL FERREIRA FONTAN;CHICAO;PP;ELEITO;TSE (dados abertos)
28096;MURICI;AL;2025-2028;REMI VASCONCELOS CALHEIROS FILHO;REMI FILHO;MDB;ELEITO;TSE (dados abertos)
27235;CACIMBINHAS;AL;2025-2028;WLADIMIR ARAÚJO WANDERLEY;VAVAL WANDERLEY;MDB;ELEITO;TSE (dados abertos)
28894;CRAÍBAS;AL;2025-2028;TEÓFILO JOSÉ BARROSO PEREIRA;TEÓFILO PEREIRA;PP;ELEITO;TSE (dados abertos)
28258;PALMEIRA DOS ÍNDIOS;AL;2025-2028;LUISA JULIA DUARTE;TIA JULIA;MDB;ELEITO;TSE (dados abertos)
27618;IGACI;AL;2025-2028;JOSE PETRUCIO OLIVEIRA BARBOSA;PETRUCIO BARBOSA;MDB;ELEITO;TSE (dados abertos)
27715;JAPARATINGA;AL;2025-2028;JOSÉ SEVERINO DA SILVA;DÉO;MDB;ELEITO;TSE (dados abertos)
27952;MARIBONDO;AL;2025-2028;BRUNO ZEFERINO DO CARMO TEIXEIRA;BRUNO TEIXEIRA;PSB;ELEITO;TSE (dados abertos)
28851;UNIÃO DOS PALMARES;AL;2025-2028;JOSÉ IRAN MENEZES DA SILVA JUNIOR;JÚNIOR MENEZES;MDB;ELEITO;TSE (dados abertos)
27154;BELÉM;AL;2025-2028;ADALBERTO ANTERO TORRES;BETO TORRES;PP;ELEITO;TSE (dados abertos)
27693;JACUÍPE;AL;2025-2028;MAYARA CRISTINA CAVALCANTE DE FREITAS;MAYARA DE CARRO VÉIO;MDB;ELEITO;TSE (dados abertos)
27839;LIMOEIRO DE ANADIA;AL;2025-2028;JAMES MARLAN FERREIRA BARBOSA;MARLAN FERREIRA;PP;ELEITO;TSE (dados abertos)
27979;MAR VERMELHO;AL;2025-2028;ANDRÉ BRANDÃO DE ALMEIDA;ANDRÉ ALMEIDA;MDB;ELEITO;TSE (dados abertos)
27030;ANADIA;AL;2025-2028;PAULO VICTOR PEREIRA ROCHA;VICTOR ROCHA;PP;ELEITO;TSE (dados abertos)
27898;MARAGOGI;AL;2025-2028;DANIEL MENDES DE VASCONCELOS FERREIRA;DANI;PP;ELEITO;TSE (dados abertos)
28479;PORTO DE PEDRAS;AL;2025-2028;ALLAN DE JESUS SILVA;ALLAN DE JESUS;MDB;ELEITO;TSE (dados abertos)
28770;SATUBA;AL;2025-2028;DIOGENES JOSÉ NETO DE AMORIM;JÚNIOR TUTÉ;PP;ELEITO;TSE (dados abertos)
28517;QUEBRANGULO;AL;2025-2028;MANOEL COSTA TENÓRIO;MANOEL TENÓRIO;PSDB;ELEITO;TSE (dados abertos)
27634;IGREJA NOVA;AL;2025-2028;TIAGO GOMES DOS SANTOS;TIAGO MATEUS;MDB;ELEITO;TSE (dados abertos)
27332;CAPELA;AL;2025-2028;THIAGO DE MEDEIROS MOURA;THIAGO MEDEIROS;MDB;ELEITO;TSE (dados abertos)
28010;MATRIZ DE CAMARAGIBE;AL;2025-2028;FERNANDO HENRIQUE LIMA CAVALCANTE;FERNANDO CAVALCANTE;MDB;ELEITO;TSE (dados abertos)
28339;PENEDO;AL;2025-2028;RONALDO PEREIRA LOPES;RONALDO LOPES;MDB;ELEITO;TSE (dados abertos)
00531;CASTANHEIRAS;RO;2025-2028;CICERO APARECIDO GODOI;CICERO GODOI;PP;ELEITO;TSE (dados abertos)
00698;VALE DO ANARI;RO;2025-2028;CLEONE LIMA RIBEIRO;CLEONE LIMA;MDB;ELEITO;TSE (dados abertos)
00620;CACAULÂNDIA;RO;2025-2028;DANIEL MARCELINO DA SILVA;DANIELZINHO;PL;ELEITO;TSE (dados abertos)
00752;TEIXEIRÓPOLIS;RO;2025-2028;OSMY TOLEDO DE SOUZA;OSMY TOLEDO;MDB;ELEITO;TSE (dados abertos)
00582;SERINGUEIRAS;RO;2025-2028;ARMANDO BERNARDO DA SILVA;ARMANDO BERNARDO;UNIÃO;ELEITO;TSE (dados abertos)
00701;PARECIS;RO;2025-2028;MARCONDES DE CARVALHO;MARCONDES DE CARVALHO;UNIÃO;ELEITO;TSE (dados abertos)
00230;COLORADO DO OESTE;RO;2025-2028;EDMILSON RODRIGUES DE ALMEIDA;EDINHO DA RÁDIO;PL;ELEITO;TSE (dados abertos)
00779;BURITIS;RO;2025-2028;VALTAIR FRITZ DOS REIS;VALTAIR FRITZ;PL;ELEITO;TSE (dados abertos)
00094;CACOAL;RO;2025-2028;ADAILTON ANTUNES FERREIRA;ADAILTON FÚRIA;PSD;ELEITO;TSE (dados abertos)
00019;GUAJARÁ-MIRIM;RO;2025-2028;FABIO GARCIA DE OLIVEIRA;NETINHO;PP;ELEITO;TSE (dados abertos)
00515;NOVO HORIZONTE DO OESTE;RO;2025-2028;RONALDO DELAZARI;RONALDO DELAZARI;UNIÃO;ELEITO;TSE (dados abertos)
00132;VILHENA;RO;2025-2028;FLORI CORDEIRO DE MIRANDA JUNIOR;DELEGADO FLORI;PODE;ELEITO;TSE (dados abertos)
00639;ALTO PARAÍSO;RO;2025-2028;JOÃO PAVAN;JOÃO PAVAN;REPUBLICANOS;ELEITO;TSE (dados abertos)
00191;PRESIDENTE MÉDICI;RO;2025-2028;SERGIO PEDRO DA SILVA;SERGIO DO SKINÃO;PL;ELEITO;TSE (dados abertos)
00078;ARIQUEMES;RO;2025-2028;CARLA GONÇALVES REZENDE;CARLA REDANO;UNIÃO;ELEITO;TSE (dados abertos)
00272;CEREJEIRAS;RO;2025-2028;SINÉSIO JOSÉ DE SOUZA;SINÉSIO JOSÉ;UNIÃO;ELEITO;TSE (dados abertos)
00418;SÃO MIGUEL DO GUAPORÉ;RO;2025-2028;EDILSON CRISPIN DIAS;CRISPIN;PODE;ELEITO;TSE (dados abertos)
00655;CORUMBIARA;RO;2025-2028;LEANDRO TEIXEIRA VIEIRA;LEANDRO VIEIRA;UNIÃO;ELEITO;TSE (dados abertos)
00256;ESPIGÃO DO OESTE;RO;2025-2028;WELITON PEREIRA CAMPOS;PROFESSOR WELITON;PL;ELEITO;TSE (dados abertos)
00566;URUPÁ;RO;2025-2028;EZEQUIEL SALDANHA;SALDANHA;PL;ELEITO;TSE (dados abertos)
00558;VALE DO PARAÍSO;RO;2025-2028;CHARLES LUIS PINHEIRO GOMES;CHARLES GOMES;PSD;ELEITO;TSE (dados abertos)
00035;PORTO VELHO;RO;2025-2028;LEONARDO BARRETO DE MORAES;LÉO;PODE;ELEITO;TSE (dados abertos)
00647;RIO CRESPO;RO;2025-2028;EDER DA SILVA;EDER PARAGUAI;PL;ELEITO;TSE (dados abertos)
00450;CABIXI;RO;2025-2028;SILVANO ASCARI DE ALMEIDA;SILVANO DE ALMEIDA;MDB;ELEITO;TSE (dados abertos)
00175;OURO PRETO DO OESTE;RO;2025-2028;JUAN ALEX TESTONI;ALEX TESTONI;UNIÃO;ELEITO;TSE (dados abertos)
00680;CUJUBIM;RO;2025-2028;JOAO BECKER;JOAO BECKER;UNIÃO;ELEITO;TSE (dados abertos)
00590;THEOBROMA;RO;2025-2028;GILLIARD DOS SANTOS GOMES;GILLIARD GOMES;PSD;ELEITO;TSE (dados abertos)
00809;CHUPINGUAIA;RO;2025-2028;WESLEY WANDERLEY DA COSTA GONÇALVES;DR WESLEY ARAUJO;PP;ELEITO;TSE (dados abertos)
00710;SÃO FELIPE D'OESTE;RO;2025-2028;SIDNEY BORGES DE OLIVEIRA;NEY DA PAIOL;PSD;ELEITO;TSE (dados abertos)
00671;CAMPO NOVO DE RONDÔNIA;RO;2025-2028;ALEXANDRE JOSE SILVESTRE DIAS;ALEXANDRE DO FORTALEZA;UNIÃO;ELEITO;TSE (dados abertos)
00787;PIMENTEIRAS DO OESTE;RO;2025-2028;VALERIA APARECIDA MARCELINO GARCIA;VALERIA GARCIA;UNIÃO;ELEITO;TSE (dados abertos)
00493;ITAPUÃ DO OESTE;RO;2025-2028;IDIZNEI CASTRO MARTINS;NEI MARTINS;AVANTE;ELEITO;TSE (dados abertos)
00612;GOVERNADOR JORGE TEIXEIRA;RO;2025-2028;GILMAR TOMAZ DE SOUZA;GILMAR TOMAZ;PP;ELEITO;TSE (dados abertos)
00744;NOVA UNIÃO;RO;2025-2028;JOÃO JOSÉ DE OLIVEIRA;JOÃO LEVI;PSD;ELEITO;TSE (dados abertos)
00396;MACHADINHO D'OESTE;RO;2025-2028;PAULO HENRIQUE DOS SANTOS;PAULO DA REMAP;PL;ELEITO;TSE (dados abertos)
00736;ALTO ALEGRE DOS PARECIS;RO;2025-2028;DENAIR PEDRO DA SILVA;DENA;UNIÃO;ELEITO;TSE (dados abertos)
00159;JARU;RO;2025-2028;JEVERSON LUIZ DE LIMA;JEVERSON LIMA;MDB;ELEITO;TSE (dados abertos)
00299;ROLIM DE MOURA;RO;2025-2028;ALDAIR JULIO PEREIRA;ALDO JULIO;UNIÃO;ELEITO;TSE (dados abertos)
00213;COSTA MARQUES;RO;2025-2028;FABIOMAR AGOSTINI BENTO;DR FABIOMAR;UNIÃO;ELEITO;TSE (dados abertos)
00795;SÃO FRANCISCO DO GUAPORÉ;RO;2025-2028;JOSÉ WELLINGTON DRUMOND GOUVEA;ZÉ WELLINGTON;PL;ELEITO;TSE (dados abertos)
00728;PRIMAVERA DE RONDÔNIA;RO;2025-2028;LUCAS NUNES DA SILVA;LUCAS NUNES;PL;ELEITO;TSE (dados abertos)
00370;NOVA BRASILÂNDIA D'OESTE;RO;2025-2028;CLODOALDO ALVES PEDROSO;GINAO DA SAÚDE;PRTB;ELEITO;TSE (dados abertos)
00353;SANTA LUZIA D'OESTE;RO;2025-2028;JURANDIR DE OLIVEIRA ARAUJO;JURANDIR DE OLIVEIRA;UNIÃO;ELEITO;TSE (dados abertos)
00051;JI-PARANÁ;RO;2025-2028;AFFONSO ANTÔNIO CÂNDIDO;AFFONSO CÂNDIDO;PL;ELEITO;TSE (dados abertos)
00116;PIMENTA BUENO;RO;2025-2028;MARCILENE RODRIGUES DA SILVA SOUZA;PROF . MARCILENE;PODE;ELEITO;TSE (dados abertos)
00337;ALVORADA DO OESTE;RO;2025-2028;JAIR LUIZ;JAIR LUIZ;UNIÃO;ELEITO;TSE (dados abertos)
00663;MONTE NEGRO;RO;2025-2028;IVAIR JOSE FERNANDES;IVAIR FERNANDES;PSD;ELEITO;TSE (dados abertos)
00434;NOVA MAMORÉ;RO;2025-2028;MARCÉLIO RODRIGUES UCHÔA;MARCÉLIO BRASILEIRO;PL;ELEITO;TSE (dados abertos)
00604;MINISTRO ANDREAZZA;RO;2025-2028;JOSÉ ALVES PEREIRA;MILA DA AGRICULTURA;PSD;ELEITO;TSE (dados abertos)
00574;MIRANTE DA SERRA;RO;2025-2028;JOSE CARLOS PEREIRA DE ANDRADE;NENO ANDRADE;REPUBLICANOS;ELEITO;TSE (dados abertos)
00310;ALTA FLORESTA D'OESTE;RO;2025-2028;GIOVAN DAMO;GIO DAMO;UNIÃO;ELEITO;TSE (dados abertos)
00477;CANDEIAS DO JAMARI;RO;2025-2028;LINDOMAR BARBOSA ALVES;LINDOMAR GARÇON;REPUBLICANOS;ELEITO;TSE (dados abertos)
91898;JUSCIMEIRA;MT;2025-2028;ALEXANDRE RUSSI;ALEXANDRE RUSSI;PL;ELEITO;TSE (dados abertos)
90425;COTRIGUAÇU;MT;2025-2028;MOISES FERREIRA DE JESUS;MOISES;UNIÃO;ELEITO;TSE (dados abertos)
99058;GUARANTÃ DO NORTE;MT;2025-2028;ALBERTO MÁRCIO GONÇALVES;SUBTENENTE MÁRCIO GONÇALVES;NOVO;ELEITO;TSE (dados abertos)
90786;FELIZ NATAL;MT;2025-2028;JOSE ANTONIO DUBIELLA;TONI DUBIELLA;MDB;ELEITO;TSE (dados abertos)
90476;CÁCERES;MT;2025-2028;ANTÔNIA ELIENE LIBERATO DIAS;ELIENE LIBERATO;PSB;ELEITO;TSE (dados abertos)
90913;ITIQUIRA;MT;2025-2028;FABIANO DALLA VALLE;FABIANO DALLA VALLE;UNIÃO;ELEITO;TSE (dados abertos)
98698;ITAÚBA;MT;2025-2028;ANTONIO  FERREIRA DE OLIVEIRA NETO;TONINHO TIJOLINHO;PSB;ELEITO;TSE (dados abertos)
90581;JURUENA;MT;2025-2028;MANOEL GONTIJO DE CARVALHO;MANOEL GARÇA BRANCA;UNIÃO;ELEITO;TSE (dados abertos)
90727;SAPEZAL;MT;2025-2028;CLÁUDIO JOSE SCARIOTE;CLÁUDIO SCARIOTE;REPUBLICANOS;ELEITO;TSE (dados abertos)
89788;COLNIZA;MT;2025-2028;MILTON DE SOUZA AMORIM;MILTINHO;UNIÃO;ELEITO;TSE (dados abertos)
91812;PEDRA PRETA;MT;2025-2028;IRACI FERREIRA DE SOUZA;IRACI;PSDB;ELEITO;TSE (dados abertos)
90085;CANABRAVA DO NORTE;MT;2025-2028;NEUILSON DA SILVA LIMA;PROFESSOR NEUILSON;UNIÃO;ELEITO;TSE (dados abertos)
90778;GENERAL CARNEIRO;MT;2025-2028;JOÃO FILHO MARQUES RODRIGUES;JOÃO FILHO;MDB;ELEITO;TSE (dados abertos)
91057;LUCIARA;MT;2025-2028;PARASSU DE SOUZA FREITAS;PARASSU;MDB;ELEITO;TSE (dados abertos)
89834;PARANATINGA;MT;2025-2028;ANTONIO MARCOS THOMAZINI;MARCOS TOMAZINI;UNIÃO;ELEITO;TSE (dados abertos)
98736;NOVA OLÍMPIA;MT;2025-2028;ARI CANDIDO BATISTA;ARI CANDIDO BATISTA;PL;ELEITO;TSE (dados abertos)
91677;VÁRZEA GRANDE;MT;2025-2028;FLAVIA PETERSEN MORETTI DE ARAUJO;FLÁVIA MORETTI;PL;ELEITO;TSE (dados abertos)
91391;POXORÉU;MT;2025-2028;LUCIANO HUDSON SOL DA COSTA;LUCIANO SOL;REPUBLICANOS;ELEITO;TSE (dados abertos)
89990;PONTES E LACERDA;MT;2025-2028;JAKSON FRANCISCO BASSI;JAKSON BASSI;PL;ELEITO;TSE (dados abertos)
90662;RIBEIRÃO CASCALHEIRA;MT;2025-2028;ELZA DIVINA BORGES GOMES;DONA ELZA;PL;ELEITO;TSE (dados abertos)
90026;SÃO JOSÉ DO POVO;MT;2025-2028;IVANILDO VILELA DA SILVA;JUNIOR DA SAUDE;PSB;ELEITO;TSE (dados abertos)
90620;MATUPÁ;MT;2025-2028;BRUNO SANTOS MENA;BRUNO MENA;UNIÃO;ELEITO;TSE (dados abertos)
98914;RESERVA DO CABAÇAL;MT;2025-2028;JONAS CAMPOS VIEIRA;JONAS CAMPOS;PP;ELEITO;TSE (dados abertos)
98191;JUARA;MT;2025-2028;VALDINEI HOLANDA MORAES;NEI DA FARMÁCIA;PRD;ELEITO;TSE (dados abertos)
98833;PARANAÍTA;MT;2025-2028;OSMAR ANTONIO MOREIRA;OSMAR MANDACARÚ;UNIÃO;ELEITO;TSE (dados abertos)
91936;CANARANA;MT;2025-2028;VILSON BIGUELINI;VILSON BIGUELINI;UNIÃO;ELEITO;TSE (dados abertos)
98671;COCALINHO;MT;2025-2028;MÁRCIO CONCEIÇÃO NUNES DE AGUIAR;BACO;UNIÃO;ELEITO;TSE (dados abertos)
91510;RONDONÓPOLIS;MT;2025-2028;CLAUDIO FERREIRA DE SOUZA;CLAUDIO FERREIRA;PL;ELEITO;TSE (dados abertos)
98850;PORTO ALEGRE DO NORTE;MT;2025-2028;CARLOS ROBERTO TOMAZETTO;CARLOS TOMAZETTO;UNIÃO;ELEITO;TSE (dados abertos)
91618;TESOURO;MT;2025-2028;JOÃO ISAACK MOREIRA CASTELO BRANCO;ISAACK;PSB;ELEITO;TSE (dados abertos)
90980;SANTA CRUZ DO XINGU;MT;2025-2028;JORAILDES SOARES DE SOUSA;JO;UNIÃO;ELEITO;TSE (dados abertos)
89818;NOVA BRASILÂNDIA;MT;2025-2028;JOSÉ ANTÔNIO DOMINGOS CARDOSO;TONINHO;UNIÃO;ELEITO;TSE (dados abertos)
90166;NOVA MARILÂNDIA;MT;2025-2028;JEFFERSON NOGUEIRA SOUTO;JEFFERSON SOUTO;PP;ELEITO;TSE (dados abertos)
98876;PORTO ESPERIDIÃO;MT;2025-2028;ODIRLEI QUEIROZ FARIA;ODIRLEI FARIA;PSDB;ELEITO;TSE (dados abertos)
89974;SALTO DO CÉU;MT;2025-2028;MAUTO TEIXEIRA ESPINDOLA;PROFESSOR MAUTO;REPUBLICANOS;ELEITO;TSE (dados abertos)
90239;ARAGUAINHA;MT;2025-2028;FRANCISCO GONÇALVES NAVES;CHIQUINHO;UNIÃO;ELEITO;TSE (dados abertos)
90824;GAÚCHA DO NORTE;MT;2025-2028;ARI DO PRADO;ARI DO PRADO;UNIÃO;ELEITO;TSE (dados abertos)
99031;FIGUEIRÓPOLIS D'OESTE;MT;2025-2028;ADEMIR FELICIO GARCIA;MIRIM;REPUBLICANOS;ELEITO;TSE (dados abertos)
90360;NOVA MONTE VERDE;MT;2025-2028;EDEMILSON MARINO DOS SANTOS;EDEMILSON MARINO;UNIÃO;ELEITO;TSE (dados abertos)
90956;JACIARA;MT;2025-2028;ANDREIA WAGNER;ANDREIA;PSB;ELEITO;TSE (dados abertos)
90220;TABAPORÃ;MT;2025-2028;CARLOS EDUARDO BORCHARDT;CARLÃO BORCHARDT;PL;ELEITO;TSE (dados abertos)
98973;VERA;MT;2025-2028;YAGO PEZARICO GIACOMELLI;YAGO GIACOMELLI;MDB;ELEITO;TSE (dados abertos)
90719;DOM AQUINO;MT;2025-2028;CARLOS ALBERTO DA COSTA;CARLIM AMARELO;REPUBLICANOS;ELEITO;TSE (dados abertos)
90808;NOVO MUNDO;MT;2025-2028;CASCIANO MARTINS REIS;CASCIANO;MDB;ELEITO;TSE (dados abertos)
90549;CASTANHEIRA;MT;2025-2028;JAKSON DE OLIVEIRA RIOS JUNIOR;JUNINHO;UNIÃO;ELEITO;TSE (dados abertos)
90689;TAPURAH;MT;2025-2028;ALVARO GALVAN;ALVARO GALVAN;PL;ELEITO;TSE (dados abertos)
90964;NOVA NAZARÉ;MT;2025-2028;REGINALDO MARTINS DEL COLLE;NARIZINHO;PSB;ELEITO;TSE (dados abertos)
98655;CAMPINÁPOLIS;MT;2025-2028;JEOVAN FARIA;JEOVAN FARIA;REPUBLICANOS;ELEITO;TSE (dados abertos)
90204;GLÓRIA D'OESTE;MT;2025-2028;GHEYSA MARIA BONFIM BORGATO;GHEYSA BORGATO;PSD;ELEITO;TSE (dados abertos)
90832;GUIRATINGA;MT;2025-2028;WALDECI BARGA ROSA;BARGA ROSA;UNIÃO;ELEITO;TSE (dados abertos)
98639;ARAGUAIANA;MT;2025-2028;JOSE MARRA NERY;JOSE MARRA;MDB;ELEITO;TSE (dados abertos)
90760;CARLINDA;MT;2025-2028;FERNANDO DE OLIVEIRA RIBEIRO;PASTOR FERNANDO;UNIÃO;ELEITO;TSE (dados abertos)
89826;NOVA SANTA HELENA;MT;2025-2028;PAULINHO BORTOLINI;PAULINHO BORTOLINI;UNIÃO;ELEITO;TSE (dados abertos)
98990;VILA RICA;MT;2025-2028;JOÃO SALOMÃO PIMENTA;JOÃO DA PÁ;PL;ELEITO;TSE (dados abertos)
91219;NOSSA SENHORA DO LIVRAMENTO;MT;2025-2028;THIAGO GONÇALO LUNGUINHO DE ALMEIDA;DR THIAGO;UNIÃO;ELEITO;TSE (dados abertos)
90107;SANTA CARMEM;MT;2025-2028;PABLO LIBERAL BORTOLAS;PABLO BORTOLAS;PL;ELEITO;TSE (dados abertos)
98957;TERRA NOVA DO NORTE;MT;2025-2028;PASCOAL ALBERTON;PASCOAL ALBERTON;MDB;ELEITO;TSE (dados abertos)
90743;CAMPOS DE JÚLIO;MT;2025-2028;IRINEU MARCOS PARMEGGIANI;PARMA;UNIÃO;ELEITO;TSE (dados abertos)
90042;ALTO BOA VISTA;MT;2025-2028;JOSÉ PEREIRA MARANHÃO;ZÉ MARANHÃO;PSB;ELEITO;TSE (dados abertos)
91294;POCONÉ;MT;2025-2028;JONAS EDUARDO DE QUEIROZ MORAES;DR JONAS;PODE;ELEITO;TSE (dados abertos)
90441;RIBEIRÃOZINHO;MT;2025-2028;DANILO COELHO DOMINGOS;DANILO COELHO;PSB;ELEITO;TSE (dados abertos)
91952;NOVA XAVANTINA;MT;2025-2028;JOÃO MACHADO NETO;JOÃO BANG;UNIÃO;ELEITO;TSE (dados abertos)
98795;NOVO HORIZONTE DO NORTE;MT;2025-2028;AGENOR EVANGELISTA DA SILVA JUNIOR;AGENOR JUNIOR;REPUBLICANOS;ELEITO;TSE (dados abertos)
90182;PORTO ESTRELA;MT;2025-2028;MARCIO RODRIGUES DA SILVA;MARCIO PESCADOR;PP;ELEITO;TSE (dados abertos)
90409;SÃO PEDRO DA CIPA;MT;2025-2028;EDUARDO JOSE DA SILVA ABREU;EDUARDO PORTUGUÊS;PSB;ELEITO;TSE (dados abertos)
99074;INDIAVAÍ;MT;2025-2028;SIDNEI MARQUES LOPES;SIDNEI DA CERÂMICA;PRD;ELEITO;TSE (dados abertos)
91081;IPIRANGA DO NORTE;MT;2025-2028;JULIANO BERTICELLI;ZOINHO;PL;ELEITO;TSE (dados abertos)
91359;PORTO DOS GAÚCHOS;MT;2025-2028;VANDERLEI ANTONIO DE ABREU;VANDERLEI DE ABREU;MDB;ELEITO;TSE (dados abertos)
89850;SINOP;MT;2025-2028;ROBERTO DORNER;ROBERTO DORNER;PL;ELEITO;TSE (dados abertos)
91537;ROSÁRIO OESTE;MT;2025-2028;MARIANO BALABAM;MARIANO BALABAM;PSB;ELEITO;TSE (dados abertos)
90484;CAMPO NOVO DO PARECIS;MT;2025-2028;EDILSON ANTONIO PIAIA;PIAIA;PL;ELEITO;TSE (dados abertos)
98752;NOVA CANAÃ DO NORTE;MT;2025-2028;ALLISON VINICIUS OLIVEIRA DA SILVA;VINICIUS OLIVEIRA;UNIÃO;ELEITO;TSE (dados abertos)
91634;TORIXORÉU;MT;2025-2028;THIAGO TIMO OLIVEIRA;THIAGO TIMO;PSB;ELEITO;TSE (dados abertos)
90921;SERRA NOVA DOURADA;MT;2025-2028;ELSON FARIAS DE SOUSA;ELSON MARÁ;MDB;ELEITO;TSE (dados abertos)
91022;VALE DE SÃO DOMINGOS;MT;2025-2028;LEANDRO AZEVEDO DA CUNHA;LEANDRO AZEVEDO;PSDB;ELEITO;TSE (dados abertos)
89960;RONDOLÂNDIA;MT;2025-2028;JOSÉ GUEDES DE SOUZA;GUEDES;MDB;ELEITO;TSE (dados abertos)
90263;APIACÁS;MT;2025-2028;JULIO CESAR DOS SANTOS;JULIO;MDB;ELEITO;TSE (dados abertos)
98337;DENISE;MT;2025-2028;ALDECIR DE SOUSA OLIVEIRA;MARROM;UNIÃO;ELEITO;TSE (dados abertos)
98710;MARCELÂNDIA;MT;2025-2028;CELSO LUIZ PADOVANI;CELSO PADOVANI;UNIÃO;ELEITO;TSE (dados abertos)
90328;SANTO AFONSO;MT;2025-2028;LUIS FERNANDO FERREIRA FALCÃO;LUIS FERNANDO;UNIÃO;ELEITO;TSE (dados abertos)
90840;UNIÃO DO SUL;MT;2025-2028;VANDERLEI ANTONIO DE MARCH;VANDECO;UNIÃO;ELEITO;TSE (dados abertos)
73709;BOA ESPERANÇA DO NORTE;MT;2025-2028;CALEBE FRANCESCO FRANCIO;CALEBE FRANCIO;MDB;ELEITO;TSE (dados abertos)
90867;NOVA LACERDA;MT;2025-2028;AIRTON JUSTINO DO NASCIMENTO;AIRTON LAGOANO;PL;ELEITO;TSE (dados abertos)
90255;ARENÁPOLIS;MT;2025-2028;EDERSON FIGUEIREDO;EDER MARQUIS;PP;ELEITO;TSE (dados abertos)
90352;BARRA DO GARÇAS;MT;2025-2028;ADILSON GONÇALVES DE MACEDO;DR ADILSON;UNIÃO;ELEITO;TSE (dados abertos)
91103;ITANHANGÁ;MT;2025-2028;EMERSON SABATINE;EMERSON SABATINE;PL;ELEITO;TSE (dados abertos)
90603;LUCAS DO RIO VERDE;MT;2025-2028;MIGUEL VAZ RIBEIRO;MIGUEL VAZ;REPUBLICANOS;ELEITO;TSE (dados abertos)
98930;SORRISO;MT;2025-2028;ALEI FERNANDES;ALEI FERNANDES;UNIÃO;ELEITO;TSE (dados abertos)
90522;CLÁUDIA;MT;2025-2028;MARCOS FERNANDO FELDHAUS;MARCOS TADEU;UNIÃO;ELEITO;TSE (dados abertos)
90700;PONTAL DO ARAGUAIA;MT;2025-2028;ADELCINO FRANCISCO LOPO;ADELCINO LOPO;MDB;ELEITO;TSE (dados abertos)
98817;PEIXOTO DE AZEVEDO;MT;2025-2028;NILMAR NUNES DE MIRANDA;PAULISTINHA;UNIÃO;ELEITO;TSE (dados abertos)
90590;CHAPADA DOS GUIMARÃES;MT;2025-2028;OSMAR FRONER DE MELLO;OSMAR FRONER;UNIÃO;ELEITO;TSE (dados abertos)
91006;CONQUISTA D'OESTE;MT;2025-2028;ODAIR JOSE VARGAS;ODAIR;PL;ELEITO;TSE (dados abertos)
90077;ALTO GARÇAS;MT;2025-2028;CEZALPINO MENDES TEIXEIRA JUNIOR;JUNIOR PITUCHA;PL;ELEITO;TSE (dados abertos)
90697;DIAMANTINO;MT;2025-2028;FRANCISCO FERREIRA MENDES JUNIOR;CHICO MENDES;UNIÃO;ELEITO;TSE (dados abertos)
91995;SÃO JOSÉ DO RIO CLARO;MT;2025-2028;LEVI RIBEIRO;LEVI RIBEIRO;PL;ELEITO;TSE (dados abertos)
90280;CONFRESA;MT;2025-2028;RICARDO ALOISIO BABINSKI;RICARDO BABINKSI;MDB;ELEITO;TSE (dados abertos)
98779;NOVO SÃO JOAQUIM;MT;2025-2028;LEONARDO FARIA ZAMPA;LEONARDO FARIAS;PL;ELEITO;TSE (dados abertos)
90336;BARRA DO BUGRES;MT;2025-2028;MARIA AZENILDA PEREIRA;AZENILDA PEREIRA;REPUBLICANOS;ELEITO;TSE (dados abertos)
89796;COLÍDER;MT;2025-2028;RODRIGO LUIZ BENASSI;RODRIGO BENASSI;PRD;ELEITO;TSE (dados abertos)
90018;ACORIZAL;MT;2025-2028;DIEGO EWERTON FIGUEIREDO TAQUES;DIEGO TAQUES;UNIÃO;ELEITO;TSE (dados abertos)
90670;CUIABÁ;MT;2025-2028;ABILIO JACQUES BRUNINI MOUMER;ABILIO;PL;ELEITO;TSE (dados abertos)
89800;CURVELÂNDIA;MT;2025-2028;JADILSON ALVES DE SOUZA;JADILSON;UNIÃO;ELEITO;TSE (dados abertos)
90271;ARIPUANÃ;MT;2025-2028;SELUIR PEIXER REGHIN;SELUIR PEIXER REGHIN;UNIÃO;ELEITO;TSE (dados abertos)
91197;NORTELÂNDIA;MT;2025-2028;MARIANO GOMES MIRANDA;MARIANO GOMES;UNIÃO;ELEITO;TSE (dados abertos)
89893;ARAPUTANGA;MT;2025-2028;ENILSON DE ARAUJO RIOS;ENILSON RIOS;UNIÃO;ELEITO;TSE (dados abertos)
98310;JUÍNA;MT;2025-2028;PAULO AUGUSTO VERONESE;PAULO VERONESE;UNIÃO;ELEITO;TSE (dados abertos)
90565;JANGADA;MT;2025-2028;ROGÉRIO DE OLIVEIRA MEIRA;ROGÉRIO MEIRA;PSD;ELEITO;TSE (dados abertos)
