cod_municipio;uf;modulo_fiscal_ha;numero_estabelecimentos_censo;area_estabelecimentos_censo_ha;valor_producao_florestal;produto_florestal_predominante;silvicultura_presente;ano_referencia_pevs;quantidade_cadastros_car;area_car_uniao_ha;percentual_sobreposicao_car;mediana_modulos_fiscais_car;percentual_pequenos_imoveis_car;percentual_medios_imoveis_car;percentual_grandes_imoveis_car;percentual_area_pequenos_imoveis_car;percentual_area_medios_imoveis_car;percentual_area_grandes_imoveis_car;mapbiomas_agricultura_ha;mapbiomas_pastagem_ha;mapbiomas_silvicultura_ha
2308401;CE;26.0;4408.0;29439.0;83.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;4529.0;39682.9911;14.58;0.0313;98.36;1.33;0.31;53.96;24.02;22.02;3538.1177;6637.8646;
2308500;CE;40.0;6196.0;122998.0;;;False;2025;7509.0;341282.5723;21.33;0.2575;97.6;2.27;0.12;74.2;20.18;5.63;0.7116;40352.1628;
2308609;CE;80.0;2143.0;58083.0;;;False;2025;1624.0;79885.5041;29.3;0.3909;97.53;2.1;0.37;70.64;18.01;11.34;7.3948;15686.2915;
2308708;CE;55.0;4738.0;138423.0;;;False;2025;5366.0;227420.3765;13.3;0.2824;97.07;2.57;0.36;63.87;19.99;16.14;33929.7431;75167.9288;
2308807;CE;55.0;754.0;9211.0;;;False;2025;574.0;26783.7735;11.8;0.5074;97.02;2.63;0.35;71.05;17.89;11.06;4.1054;7954.3943;
2308906;CE;65.0;1545.0;23339.0;;;False;2025;1552.0;23434.7524;7.04;0.0174;99.16;0.78;0.06;73.4;20.69;5.91;1818.95;5492.885;
2309003;CE;55.0;1103.0;6328.0;;;False;2025;1008.0;11345.5338;2.84;0.0542;99.5;0.5;0.0;84.98;15.02;0.0;13.7366;4134.8427;
2309102;CE;20.0;1170.0;3697.0;;;False;2025;561.0;3560.5061;4.68;0.0867;98.75;1.07;0.18;65.76;25.92;8.32;0.5349;7.1323;
2309201;CE;55.0;1013.0;8044.0;;;False;2025;1599.0;21232.1204;15.45;0.0768;99.31;0.63;0.06;77.81;17.65;4.54;157.052;4135.2576;
2309300;CE;70.0;1992.0;45165.0;;;False;2025;1360.0;58416.1238;10.71;0.186;98.01;1.69;0.29;70.1;19.23;10.67;0.0;12639.1371;
2309409;CE;80.0;3588.0;48624.0;;;False;2025;2908.0;74948.2713;12.68;0.1143;99.0;0.93;0.07;79.8;16.76;3.45;109.8036;28171.9945;0.5339
2309458;CE;40.0;2506.0;32631.0;;;False;2025;4370.0;61077.2323;16.57;0.0818;98.91;0.85;0.23;63.41;17.43;19.16;21030.4073;4641.0842;
2309508;CE;40.0;1951.0;32897.0;;;False;2025;2605.0;65661.3668;10.65;0.0719;98.45;1.36;0.19;38.08;13.73;48.19;279.2273;14965.7697;
2309607;CE;16.0;1239.0;12064.0;;;False;2025;2526.0;13345.2036;10.6;0.0487;98.93;0.87;0.2;43.35;19.54;37.11;2790.4354000000003;1680.1252;
2309706;CE;15.0;774.0;7196.0;;;False;2025;339.0;3496.7963;4.56;0.0316;96.72;2.69;0.6;37.34;22.36;40.3;;116.484;
2309805;CE;20.0;1026.0;5914.0;;;False;2025;842.0;4376.6115;10.2;0.0349;99.05;0.95;0.0;76.85;23.15;0.0;;11.6811;
2309904;CE;55.0;296.0;318.0;;;False;2025;227.0;6683.7822;9.69;0.1141;97.36;2.2;0.44;47.78;24.22;28.0;;2157.5166;
2310001;CE;55.0;1337.0;10497.0;;;False;2025;1635.0;28754.9252;12.89;0.1172;98.77;1.04;0.18;73.68;17.61;8.72;10751.601900000001;5388.1422;
2310100;CE;20.0;1054.0;6601.0;;;False;2025;608.0;7777.1432;12.41;0.0984;96.69;2.65;0.66;38.64;25.48;35.88;21.2234;267.4297;
2310209;CE;45.0;591.0;6013.0;;;False;2025;1119.0;14452.003;19.76;0.0338;98.19;1.53;0.27;37.94;30.26;31.8;2353.6378;1106.6225;
2310258;CE;45.0;1776.0;20175.0;;;False;2025;1069.0;22804.7054;15.41;0.0685;98.12;1.41;0.47;29.21;18.89;51.9;6314.3805;1346.0295;
2310308;CE;90.0;4389.0;123871.0;;;False;2025;2882.0;186694.2173;13.89;0.3149;97.29;2.23;0.49;60.67;17.92;21.41;68.0582;20043.3346;0.5335
2310407;CE;50.0;852.0;21423.0;;;False;2025;756.0;40313.768;18.8;0.6013;95.02;4.04;0.94;59.22;18.71;22.07;0.6242;2930.407;
2310506;CE;50.0;4004.0;77895.0;;;False;2025;4787.0;105067.163;23.62;0.2264;98.57;1.32;0.1;82.2;13.83;3.97;0.0;36078.6842;
2310605;CE;45.0;287.0;5684.0;;;False;2025;985.0;13220.4422;7.86;0.1235;99.08;0.92;0.0;79.06;20.94;0.0;948.9624;10043.7577;
2310704;CE;50.0;2483.0;42857.0;;;False;2025;1931.0;104402.8645;18.42;0.2167;95.9;3.01;1.09;35.67;16.57;47.76;942.1302;8113.0993;
2310803;CE;55.0;1620.0;9446.0;;;False;2025;3629.0;29068.3221;14.67;0.0229;99.59;0.36;0.06;76.54;15.27;8.19;42.5863;5648.2744;
2310852;CE;28.0;1490.0;2338.0;;;False;2025;655.0;2220.7023;9.59;0.0275;99.85;0.15;0.0;91.62;8.38;0.0;4454.6762;319.5361;
2310902;CE;50.0;2504.0;36056.0;;;False;2025;2493.0;49261.037;15.6;0.1809;99.15;0.85;0.0;88.11;11.89;0.0;0.0;14680.4842;
2310951;CE;50.0;1011.0;8695.0;;;False;2025;622.0;16691.3501;18.99;0.282;97.48;2.52;0.0;75.51;24.49;0.0;0.6241;3623.1549;
2311009;CE;70.0;2144.0;59306.0;;;False;2025;1725.0;83194.3818;13.1;0.0599;96.45;2.5;1.05;38.09;21.63;40.28;62.7223;17879.4221;
2311108;CE;45.0;1534.0;16712.0;;;False;2025;2423.0;17979.1418;11.55;0.0438;99.3;0.7;0.0;74.51;25.49;0.0;1328.9259;7394.7953;
2311207;CE;60.0;1376.0;16709.0;;;False;2025;1305.0;28289.0077;18.64;0.1523;98.92;1.08;0.0;85.05;14.95;0.0;450.9511;13948.3287;
2311231;CE;60.0;1072.0;38360.0;;;False;2025;939.0;28728.1385;9.25;0.0919;97.31;2.47;0.21;63.83;28.45;7.73;3784.7897000000003;11173.5805;
2311264;CE;80.0;3513.0;57891.0;;;False;2025;3168.0;83498.6053;10.3;0.1219;98.85;1.11;0.03;78.85;19.31;1.84;16.0075;15270.7458;
2311306;CE;50.0;4880.0;110398.0;;;False;2025;3061.0;157466.1041;13.48;0.3379;94.72;4.36;0.92;48.2;26.89;24.91;3958.2244;19454.8111;
2311355;CE;40.0;2112.0;32349.0;;;False;2025;4387.0;44391.5983;17.31;0.1138;99.36;0.64;0.0;86.06;13.94;0.0;3.6441;30445.2765;
2311405;CE;50.0;6848.0;217713.0;;;False;2025;6243.0;279403.7525;10.26;0.1447;96.0;2.97;1.03;39.06;21.2;39.74;37.7463;68800.1341;
2311504;CE;55.0;628.0;21047.0;;;False;2025;2044.0;49001.6806;21.62;0.0652;98.35;1.15;0.5;47.92;17.79;34.28;18623.7202;5064.0281;
2311603;CE;35.0;2983.0;11933.0;;;False;2025;2022.0;16055.3789;15.34;0.0365;99.45;0.45;0.1;76.7;12.8;10.5;282.9579;672.015;
2311702;CE;55.0;1836.0;14136.0;;;False;2025;1310.0;27695.9568;12.21;0.095;98.38;1.46;0.15;65.94;20.53;13.53;90.8617;3719.53;
2311801;CE;55.0;4262.0;67133.0;;;False;2025;3824.0;130835.2823;9.6;0.0587;98.28;1.0;0.71;31.68;11.18;57.14;22193.2947;18983.5401;
2311900;CE;90.0;1909.0;58243.0;;;False;2025;2089.0;99070.6005;11.84;0.3088;99.09;0.87;0.05;90.37;7.53;2.1;66.0885;22779.1776;
2311959;CE;70.0;3245.0;42744.0;;;False;2025;3782.0;68144.1675;20.6;0.1282;99.5;0.5;0.0;90.63;9.37;0.0;10875.1612;25825.0496;
2312007;CE;65.0;3169.0;39790.0;;;False;2025;1039.0;87756.103;15.51;0.3366;94.51;4.52;0.96;38.18;19.33;42.49;343.5027;14917.4615;
2312106;CE;55.0;1337.0;15146.0;51.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3988.0;68755.9302;16.22;0.0575;98.64;1.23;0.13;68.14;22.81;9.04;816.4365;10674.6146;
2312205;CE;55.0;4621.0;221431.0;;;False;2025;2366.0;338417.0603;12.71;0.8613;88.73;8.22;3.05;31.23;20.33;48.44;8.5561;45147.4076;
2312304;CE;40.0;3564.0;13772.0;;;False;2025;3217.0;26815.0664;21.01;0.0582;99.69;0.19;0.12;70.78;4.4;24.82;1976.6839;6655.3813;
2312403;CE;50.0;1192.0;23084.0;;;False;2025;1032.0;37390.629;18.28;0.0861;95.01;4.2;0.78;39.04;34.96;26.01;1300.9896999999999;1293.347;
2312502;CE;55.0;730.0;14141.0;;;False;2025;933.0;19369.4991;13.52;0.2039;99.46;0.43;0.11;85.87;6.99;7.14;3488.7754999999997;9976.5349;
2312601;CE;50.0;497.0;3679.0;;;False;2025;411.0;8501.7562;5.23;0.0754;97.79;1.47;0.74;46.83;23.11;30.06;409.2439;474.9186;
2312700;CE;50.0;2524.0;63530.0;;;False;2025;3204.0;80700.5142;21.03;0.1929;97.68;2.09;0.24;70.83;21.05;8.12;0.4449;24208.4164;
2312809;CE;65.0;647.0;3438.0;;;False;2025;230.0;24548.762;14.68;0.4739;89.96;8.3;1.75;32.05;27.58;40.37;143.6112;6350.9502;
2312908;CE;50.0;5720.0;77568.0;;;False;2025;2182.0;129077.3598;9.24;0.2931;94.43;4.37;1.2;42.35;25.43;32.21;4.6379;39119.1318;
2313005;CE;55.0;2491.0;96503.0;;;False;2025;3071.0;124235.6069;14.01;0.3483;97.24;2.47;0.3;70.31;18.97;10.72;11.0297;32768.46;
2313104;CE;55.0;1597.0;34281.0;;;False;2025;3019.0;90392.1934;16.56;0.1508;97.9;1.6;0.5;54.15;18.59;27.25;17385.7452;28342.0268;
2313203;CE;80.0;2719.0;91808.0;;;False;2025;1877.0;155359.5872;16.49;0.5246;93.97;5.5;0.53;57.5;32.16;10.33;2.7613;54244.6839;
2313252;CE;50.0;1567.0;15842.0;;;False;2025;1698.0;29435.5921;26.88;0.228;99.35;0.59;0.06;90.59;6.8;2.61;218.625;6586.2772;
2313302;CE;90.0;6322.0;337804.0;;;False;2025;5781.0;348783.1416;10.63;0.2191;97.24;2.57;0.19;68.22;22.94;8.85;31.0374;127956.1978;
2313351;CE;45.0;888.0;35862.0;;;False;2025;773.0;57545.4275;7.33;0.8056;91.53;6.78;1.69;47.58;29.96;22.45;0.8028;6476.797;
2313401;CE;45.0;3652.0;19406.0;;;False;2025;2557.0;61748.5148;19.39;0.0912;98.04;1.3;0.67;38.76;13.97;47.27;1806.7107;7869.9035;
2313500;CE;50.0;3367.0;47238.0;;;False;2025;7183.0;66969.7273;17.77;0.034;99.24;0.66;0.1;62.78;18.62;18.6;20402.7334;1918.2387;
2313559;CE;35.0;1068.0;9977.0;;;False;2025;1007.0;12921.9441;10.94;0.0892;99.1;0.7;0.2;67.55;9.95;22.51;1335.501;1511.293;
2313609;CE;50.0;2545.0;10315.0;;;False;2025;1842.0;28897.5428;20.41;0.0659;98.96;0.82;0.22;46.11;14.99;38.9;1364.2472;5358.2527;
2313708;CE;40.0;909.0;13219.0;;;False;2025;1509.0;19522.3063;21.29;0.1307;99.06;0.87;0.07;82.63;14.5;2.87;14.3875;7762.8984;
2313757;CE;35.0;1755.0;22491.0;;;False;2025;705.0;21927.2615;17.02;0.233;96.29;2.71;1.0;45.08;16.99;37.93;683.4057;3031.7812;
2313807;CE;35.0;833.0;5737.0;;;False;2025;648.0;5411.4861;14.68;0.0716;99.07;0.77;0.15;71.35;17.85;10.8;;269.1868;
2313906;CE;65.0;1377.0;14856.0;;;False;2025;692.0;43526.2893;8.15;0.3922;94.19;5.37;0.44;59.87;31.53;8.6;252.669;6415.7764;
2313955;CE;55.0;739.0;5315.0;;;False;2025;421.0;14510.9231;7.93;0.2024;99.76;0.0;0.24;58.63;0.0;41.37;;3849.4949;
2314003;CE;50.0;4126.0;36254.0;;;False;2025;5390.0;59242.7371;10.5;0.0529;99.55;0.43;0.02;86.14;12.54;1.32;3465.9233;16386.9812;
2314102;CE;50.0;5737.0;29280.0;86.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;4392.0;82940.3555;13.5;0.082;98.65;1.12;0.23;63.4;18.03;18.56;1898.0555;5418.7406;
2400109;RN;35.0;226.0;40330.0;;;False;2025;337.0;41203.5756;9.16;1.0399;77.31;15.82;6.87;20.83;31.08;48.09;41.4988;6034.7252;
2400208;RN;55.0;856.0;44913.0;;;False;2025;1500.0;102098.9148;13.7;0.5221;94.83;3.74;1.43;46.45;20.28;33.27;;;
2400307;RN;60.0;512.0;20379.0;;;False;2025;1062.0;51450.2578;13.54;0.2666;96.86;2.29;0.86;43.8;17.49;38.71;9446.3976;7624.0891;
2400406;RN;50.0;139.0;3480.0;;;False;2025;280.0;2707.3843;10.78;0.1075;99.28;0.72;0.0;86.54;13.46;0.0;0.6222;1386.5439;
2400505;RN;45.0;527.0;31233.0;;;False;2025;1472.0;27964.7239;8.66;0.1565;98.5;1.5;0.0;79.61;20.39;0.0;4.7094;15004.4093;
2400604;RN;40.0;300.0;7398.0;;;False;2025;467.0;10130.7478;7.23;0.2455;97.62;2.38;0.0;73.25;26.75;0.0;7.467;2165.4673;
2400703;RN;65.0;246.0;9688.0;;;False;2025;509.0;15226.3865;12.96;0.2178;98.8;0.8;0.4;65.97;10.39;23.63;4036.3387;1032.338;
2400802;RN;60.0;199.0;52812.0;;;False;2025;519.0;67999.4894;9.88;0.6011;87.13;9.36;3.51;29.07;27.07;43.86;2053.2081;19828.4579;
2400901;RN;50.0;349.0;16267.0;;;False;2025;1491.0;16600.9348;18.78;0.0937;99.26;0.74;0.0;80.94;19.06;0.0;11.289;7648.3771;
2401008;RN;55.0;2227.0;73101.0;;;False;2025;3013.0;129146.1078;16.0;0.2474;96.4;2.77;0.83;50.06;22.59;27.35;35463.4339;26146.5906;
2401107;RN;65.0;210.0;5667.0;;;False;2025;294.0;27373.5667;10.04;0.17;94.7;2.65;2.65;24.45;11.56;63.99;3445.7456;669.8458;
2401206;RN;20.0;147.0;10902.0;;;False;2025;336.0;18795.9264;43.03;0.1897;95.8;3.3;0.9;13.84;7.68;78.48;;;
2401305;RN;55.0;753.0;65923.0;;;False;2025;1191.0;71355.2446;14.71;0.3204;93.33;5.65;1.01;44.14;34.73;21.13;434.55809999999997;16084.7132;
2401404;RN;20.0;13.0;18281.0;;;False;2025;38.0;25284.5637;33.4;2.8876;52.78;13.89;33.33;1.55;3.46;94.99;13662.372;11.3721;
2401453;RN;70.0;793.0;29014.0;;;False;2025;1016.0;66214.4757;4.58;0.2291;96.63;2.87;0.5;49.71;21.21;29.08;28860.2579;3484.9185;
2401503;RN;30.0;200.0;9792.0;;;False;2025;271.0;8485.0555;6.7;0.415;96.31;2.58;1.11;57.57;20.0;22.43;71.1425;2289.3393;
2401602;RN;50.0;565.0;22890.0;;;False;2025;519.0;24296.0432;9.26;0.1765;93.79;4.85;1.36;31.64;36.3;32.06;1929.0259;4303.5337;
2401651;RN;60.0;104.0;2858.0;;;False;2025;401.0;24899.2163;14.87;0.096;95.06;3.9;1.04;32.25;29.88;37.87;2561.9701999999997;2187.5692;
2401701;RN;35.0;319.0;9193.0;;;False;2025;775.0;10131.978;9.59;0.0607;97.67;2.2;0.13;52.77;40.59;6.64;472.32090000000005;6228.7596;
2401800;RN;35.0;348.0;3640.0;;;False;2025;1206.0;5219.7773;26.54;0.0529;99.58;0.42;0.0;82.95;17.05;0.0;272.2654;3525.713;
2401859;RN;60.0;80.0;4892.0;;;False;2025;71.0;13775.9707;5.05;0.7992;82.86;15.71;1.43;21.3;33.63;45.08;1721.3034;600.8;
2401909;RN;50.0;110.0;23997.0;;;False;2025;175.0;24462.883;6.04;0.7241;83.72;9.88;6.4;23.5;25.79;50.71;48.4819;1851.6795;
2402006;RN;35.0;780.0;93586.0;;;False;2025;1339.0;105760.3766;5.34;0.8584;85.38;12.72;1.9;35.19;39.68;25.13;18.5735;33580.5814;
2402105;RN;30.0;579.0;8888.0;;;False;2025;989.0;13936.1379;1.86;0.1058;98.58;1.01;0.41;54.15;13.53;32.33;4.1775;3592.9278;
2402204;RN;20.0;162.0;8860.0;;;False;2025;303.0;21251.5772;5.48;0.5459;79.66;14.92;5.42;15.07;33.08;51.85;15539.8731;113.10350000000001;
2402303;RN;55.0;1434.0;71196.0;;;False;2025;1456.0;89673.2215;14.77;0.4067;93.72;4.9;1.38;47.41;28.67;23.93;6661.6303;26213.5102;
2402402;RN;35.0;167.0;11836.0;;;False;2025;600.0;20474.3784;8.87;0.3152;95.31;3.85;0.84;49.82;27.63;22.54;4.9746;3370.8465;
2402501;RN;70.0;482.0;27179.0;;;False;2025;507.0;40341.3496;16.61;0.3765;93.31;5.88;0.81;41.82;33.61;24.57;12520.0575;4294.6189;
2402600;RN;20.0;1288.0;33464.0;;;False;2025;1461.0;51633.6848;13.52;0.2842;90.25;6.66;3.09;19.38;30.12;50.5;5687.9504;14614.4552;17.8864
2402709;RN;30.0;962.0;10364.0;;;False;2025;1660.0;32291.8747;10.87;0.0766;97.51;1.21;1.27;37.53;11.65;50.82;2295.6432;1478.5386;
2402808;RN;30.0;261.0;4378.0;;;False;2025;1123.0;14102.6826;9.06;0.1312;98.21;1.43;0.36;61.79;23.29;14.92;30.3006;1394.502;
2402907;RN;50.0;278.0;4970.0;;;False;2025;520.0;7493.7086;12.07;0.0885;99.23;0.58;0.19;72.95;9.45;17.6;7.5549;2405.4033;
2403004;RN;40.0;355.0;23342.0;;;False;2025;250.0;26812.6312;3.49;0.8439;83.2;13.6;3.2;28.63;39.72;31.65;19.0179;4635.5617;
2403103;RN;30.0;505.0;36714.0;;;False;2025;975.0;74892.8825;7.23;0.7416;84.59;12.0;3.41;27.96;32.19;39.85;96.8975;9070.3023;
2403202;RN;50.0;810.0;12758.0;;;False;2025;1440.0;9926.0841;40.84;0.1032;99.79;0.21;0.0;91.54;8.46;0.0;1.6002;2440.3693;
2403251;RN;10.0;10.0;597.0;;;False;2025;29.0;668.4216;7.85;1.2487;75.86;24.14;0.0;30.11;69.89;0.0;45.354000000000006;171.1088;0.5336
2403301;RN;50.0;364.0;6939.0;;;False;2025;670.0;8686.8161;17.03;0.0902;99.4;0.6;0.0;89.39;10.61;0.0;6.5784;3593.2667;
2403400;RN;30.0;152.0;14579.0;;;False;2025;581.0;23211.9728;7.01;0.3456;93.63;4.82;1.55;42.43;25.91;31.66;74.0295;4503.1074;
2403509;RN;20.0;246.0;5707.0;;;False;2025;527.0;8453.0626;9.33;0.1143;94.48;4.76;0.76;35.88;40.96;23.16;3677.1288999999997;4548.8977;
2403608;RN;20.0;165.0;4224.0;;;False;2025;550.0;2592.7915;6.47;0.0313;98.91;1.09;0.0;64.65;35.35;0.0;199.20539999999997;967.6318;
2403707;RN;55.0;295.0;11502.0;;;False;2025;425.0;21246.8372;16.56;0.5631;94.51;5.49;0.0;61.73;38.27;0.0;305.84159999999997;5241.8936;
2403756;RN;60.0;78.0;20854.0;;;False;2025;159.0;28007.8458;5.56;0.713;82.91;12.66;4.43;23.81;35.59;40.6;7.1169;6705.0889;
2403806;RN;35.0;471.0;38038.0;;;False;2025;884.0;39930.1191;8.02;0.2732;93.77;5.1;1.13;40.08;28.4;31.52;569.7653;5945.1836;
2403905;RN;55.0;227.0;8462.0;;;False;2025;394.0;13436.9071;15.98;0.2379;97.21;2.79;0.0;72.38;27.62;0.0;3.4674;7308.9748;
2404002;RN;45.0;227.0;4005.0;;;False;2025;286.0;3788.88;10.59;0.1111;99.65;0.0;0.35;83.97;0.0;16.03;0.6223;990.399;
2404101;RN;65.0;47.0;3628.0;;;False;2025;157.0;33433.8367;6.64;0.4235;86.81;8.33;4.86;10.55;15.43;74.02;1695.125;601.1765;
2404200;RN;20.0;181.0;12898.0;;;False;2025;317.0;14134.9288;6.62;0.1374;88.25;8.25;3.49;16.42;23.88;59.71;12505.0457;104.3406;
2404309;RN;55.0;695.0;35973.0;;;False;2025;1655.0;79836.7906;17.58;0.292;95.82;3.21;0.97;44.39;23.79;31.82;4421.4193000000005;9496.2179;
2404408;RN;70.0;85.0;3756.0;;;False;2025;222.0;6699.4587;13.15;0.1058;98.18;0.91;0.91;59.1;9.81;31.09;1751.1673;370.7236;
2404507;RN;65.0;144.0;9498.0;;;False;2025;188.0;16424.2534;6.82;0.3799;91.8;7.1;1.09;46.9;35.26;17.85;2728.7994;952.8405;
2404606;RN;35.0;746.0;21183.0;;;False;2025;1180.0;28005.2933;16.23;0.2032;96.43;2.89;0.68;34.7;31.82;33.48;1499.5214;11788.6159;
2404705;RN;55.0;502.0;18909.0;;;False;2025;1018.0;42119.0678;20.2;0.1681;97.22;2.28;0.5;37.91;16.66;45.42;8496.7316;5397.3823;
2404804;RN;30.0;91.0;7969.0;;;False;2025;181.0;8944.9148;9.01;0.9887;91.71;6.08;2.21;44.94;26.81;28.25;;2054.857;
2404853;RN;55.0;89.0;8059.0;;;False;2025;239.0;10893.1251;13.63;0.4245;97.05;2.95;0.0;69.95;30.05;0.0;96.8947;8468.4809;
2404903;RN;55.0;69.0;4042.0;;;False;2025;234.0;9828.2451;17.04;0.3697;94.85;4.72;0.43;57.43;34.2;8.37;778.3720999999999;3996.8442;
2405009;RN;30.0;286.0;3031.0;;;False;2025;975.0;3999.7505;12.6;0.0607;99.69;0.31;0.0;79.8;20.2;0.0;225.7735;753.0399;
2405108;RN;50.0;213.0;20100.0;;;False;2025;343.0;42307.1567;12.97;0.6028;88.04;7.98;3.99;23.72;23.93;52.35;9245.5748;2750.6074;
2405207;RN;55.0;234.0;21839.0;;;False;2025;340.0;24348.9447;6.21;0.5211;91.15;8.26;0.59;53.13;39.65;7.22;32.104;4841.0576;
2405306;RN;35.0;728.0;10601.0;;;False;2025;1181.0;13587.4151;18.67;0.0818;98.31;1.44;0.25;58.57;23.5;17.93;1677.5306;6869.1521;
2405405;RN;35.0;147.0;8241.0;;;False;2025;703.0;16031.6646;8.77;0.0982;97.29;2.43;0.29;58.22;23.96;17.82;67.7966;6996.822;
2405504;RN;50.0;134.0;20941.0;;;False;2025;216.0;16047.086;9.64;0.3782;89.57;8.53;1.9;31.88;44.77;23.35;1668.0497;1718.6354;
2405603;RN;30.0;248.0;22311.0;;;False;2025;548.0;32916.0348;11.16;0.421;90.83;8.07;1.1;29.07;25.77;45.16;112.0609;12746.9348;
2405702;RN;30.0;444.0;25900.0;;;False;2025;672.0;29774.7366;7.89;0.6896;92.66;5.69;1.65;51.66;24.18;24.16;0.4441;7990.9932;
2405801;RN;50.0;888.0;38311.0;;;False;2025;1218.0;63255.0976;7.3;0.105;94.52;3.73;1.74;27.2;24.77;48.03;13901.1581;4430.509;
2405900;RN;50.0;196.0;5262.0;;;False;2025;273.0;3158.5274;6.74;0.1085;100.0;0.0;0.0;100.0;0.0;0.0;3.555;614.8311;
2406007;RN;50.0;480.0;9149.0;;;False;2025;1066.0;8638.3619;15.7;0.0705;99.81;0.19;0.0;93.14;6.86;0.0;4.1768;6495.9768;
2406106;RN;35.0;720.0;66871.0;;;False;2025;1668.0;63111.3559;12.56;0.1898;93.61;5.18;1.2;39.75;30.51;29.73;107.8528;14859.8994;
2406155;RN;35.0;257.0;1921.0;;;False;2025;615.0;2910.2751;15.35;0.0628;100.0;0.0;0.0;100.0;0.0;0.0;731.2373;2084.6117;
2406205;RN;35.0;380.0;4245.0;;;False;2025;654.0;9819.0798;13.14;0.0903;98.31;1.23;0.46;55.54;20.36;24.1;2659.4926;4727.2905;
2406304;RN;35.0;540.0;7847.0;;;False;2025;1266.0;9838.4917;21.17;0.0506;98.89;1.03;0.08;67.87;26.97;5.15;1108.1685;5714.762;
2406403;RN;35.0;96.0;5055.0;;;False;2025;152.0;5388.312;7.28;0.4615;94.08;5.26;0.66;57.3;31.27;11.43;126.2728;2199.4567;
2406502;RN;35.0;1938.0;10174.0;;;False;2025;2333.0;14912.9305;8.57;0.0502;99.27;0.64;0.09;50.89;26.32;22.79;8880.146;543.2278;
2406601;RN;30.0;370.0;4173.0;;;False;2025;878.0;7316.8406;18.05;0.073;98.52;1.37;0.11;61.72;32.93;5.35;552.0434;3269.8276;
2406700;RN;50.0;430.0;46282.0;;;False;2025;668.0;66108.9969;5.9;0.2143;89.53;7.13;3.34;23.31;24.69;52.01;990.4463;10038.5028;
2406809;RN;30.0;149.0;3401.0;;;False;2025;450.0;10534.433;5.88;0.3067;96.64;3.13;0.22;69.36;20.36;10.28;1.7779;1386.4374;
2406908;RN;40.0;123.0;2821.0;;;False;2025;190.0;1680.9069;5.09;0.0925;100.0;0.0;0.0;100.0;0.0;0.0;3.1114;671.6638;
2407005;RN;45.0;402.0;8808.0;;;False;2025;424.0;6716.3287;4.6;0.104;97.87;2.13;0.0;56.26;43.74;0.0;6.5753;2727.4716;
2407104;RN;12.0;943.0;18036.0;24.0;1.2 - Lenha;True;2025;1311.0;33663.3192;11.59;0.5233;88.97;7.96;3.06;21.44;26.3;52.26;3084.0418999999997;12134.9523;
2407203;RN;65.0;122.0;14082.0;;;False;2025;418.0;61157.7489;19.59;0.2261;86.6;9.93;3.47;15.43;27.39;57.18;2441.1379;3444.021;
2407252;RN;45.0;80.0;4610.0;;;False;2025;172.0;2213.6205;7.36;0.1655;100.0;0.0;0.0;100.0;0.0;0.0;11.6396;1827.0228;
2407302;RN;55.0;350.0;20655.0;;;False;2025;907.0;26711.304;6.85;0.1654;97.32;2.57;0.11;66.18;27.68;6.15;3.9992;14099.1308;
2407401;RN;55.0;305.0;5862.0;;;False;2025;413.0;7679.1197;13.95;0.1389;98.55;1.45;0.0;81.84;18.16;0.0;35.384299999999996;498.2475;
2407500;RN;20.0;237.0;4820.0;;;False;2025;255.0;7703.292;7.57;0.1888;90.84;6.37;2.79;20.5;29.14;50.36;944.6667;494.93820000000005;12.0156
2407609;RN;45.0;71.0;12295.0;;;False;2025;190.0;12613.1666;9.44;0.7099;91.44;7.49;1.07;52.67;36.39;10.94;0.7112;2616.0232;
2407708;RN;35.0;148.0;2834.0;;;False;2025;440.0;6036.282;10.35;0.1218;98.41;1.59;0.0;74.67;25.33;0.0;320.6137;5907.9561;
2407807;RN;35.0;561.0;11667.0;;;False;2025;1858.0;14954.5682;19.13;0.0244;98.76;1.14;0.11;60.23;29.97;9.8;1351.0683;10015.3142;
2407906;RN;30.0;218.0;2958.0;;;False;2025;318.0;4697.5127;4.5;0.1553;97.46;2.22;0.32;64.03;26.64;9.34;2.1323;2687.4383;
2408003;RN;70.0;1966.0;62378.0;;;False;2025;2300.0;150280.9435;7.78;0.1965;95.1;3.59;1.31;38.27;26.04;35.68;27891.6149;12114.6127;
2408102;RN;7.0;80.0;312.0;;;False;2025;133.0;1239.1707;4.39;0.1461;94.74;4.51;0.75;15.52;25.5;58.98;1.1563999999999999;74.1865;
2408201;RN;20.0;295.0;5737.0;;;False;2025;529.0;13950.928;15.45;0.1411;91.47;6.4;2.13;25.76;27.71;46.53;5353.076099999999;1167.3013999999998;0.2667
2408300;RN;35.0;809.0;19780.0;;;False;2025;1910.0;24913.7847;15.44;0.0817;98.42;1.1;0.47;51.77;17.62;30.61;2974.6525;17867.6871;
2408409;RN;45.0;207.0;7071.0;;;False;2025;480.0;12024.1425;19.42;0.3328;98.12;1.88;0.0;84.84;15.16;0.0;545.5653000000001;4875.6278;
2408508;RN;35.0;278.0;17567.0;;;False;2025;595.0;22732.9959;6.93;0.3563;93.4;5.58;1.02;51.49;32.27;16.23;0.0;6404.0675;
