cod_municipio;uf;modulo_fiscal_ha;numero_estabelecimentos_censo;area_estabelecimentos_censo_ha;valor_producao_florestal;produto_florestal_predominante;silvicultura_presente;ano_referencia_pevs;quantidade_cadastros_car;area_car_uniao_ha;percentual_sobreposicao_car;mediana_modulos_fiscais_car;percentual_pequenos_imoveis_car;percentual_medios_imoveis_car;percentual_grandes_imoveis_car;percentual_area_pequenos_imoveis_car;percentual_area_medios_imoveis_car;percentual_area_grandes_imoveis_car;mapbiomas_agricultura_ha;mapbiomas_pastagem_ha;mapbiomas_silvicultura_ha
3148756;MG;26.0;1353.0;10333.0;59.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1146.0;11849.2482;11.67;0.2354;99.48;0.52;0.0;90.65;9.35;0.0;2746.9285999999997;5218.7706;208.2589
3148806;MG;22.0;448.0;11672.0;1202.0;1.1 - Carvão vegetal;True;2025;591.0;15276.8316;7.78;0.7076;94.55;5.45;0.0;73.59;26.41;0.0;160.51839999999999;12089.8211;240.7834
3148905;MG;30.0;578.0;23494.0;5428.0;1.1 - Carvão vegetal;True;2025;1257.0;31320.0856;4.66;0.4562;97.37;2.55;0.08;76.59;19.21;4.2;195.846;18140.9106;2264.3931
3149002;MG;28.0;259.0;4975.0;272.0;1.2 - Lenha;True;2025;417.0;5917.3627;22.01;0.2634;98.32;1.44;0.24;76.57;16.44;6.99;890.0795999999999;2414.9571;256.9693
3149101;MG;30.0;870.0;13292.0;49.0;1.2 - Lenha;True;2025;1620.0;19120.7323;13.2;0.1976;99.01;0.99;0.0;83.81;16.19;0.0;3764.1261;9810.9783;248.4378
3149150;MG;65.0;1024.0;122044.0;;;False;2025;3629.0;129458.0421;28.78;0.0703;97.68;1.44;0.88;37.2;15.76;47.04;2467.0136;38812.098399999995;2.7602
3149200;MG;35.0;176.0;30358.0;218.0;1.2 - Lenha;True;2025;434.0;28539.0501;9.07;0.8167;88.19;10.19;1.62;39.62;35.28;25.1;12072.9603;5007.4528;152.7781
3149309;MG;7.0;184.0;14294.0;105.0;1.2 - Lenha;True;2025;585.0;21644.1355;6.44;1.3041;71.01;19.73;9.26;14.2;27.83;57.97;267.8437;9878.8325;71.7089
3149408;MG;24.0;165.0;7475.0;634.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;327.0;9851.0319;9.71;0.8445;94.8;5.2;0.0;75.07;24.93;0.0;76.79570000000001;5962.7557;36.0174
3149507;MG;24.0;107.0;10032.0;784.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;161.0;9070.7949;9.22;1.442;88.2;10.56;1.24;48.22;27.83;23.95;1.912;5515.5784;18.8728
3149606;MG;20.0;244.0;13865.0;288.0;1.2 - Lenha;True;2025;463.0;17728.6169;14.88;1.0369;85.22;12.61;2.17;38.82;36.45;24.72;439.38750000000005;10875.9274;173.44570000000002
3149705;MG;35.0;407.0;15197.0;4299.0;1.1 - Carvão vegetal;True;2025;906.0;21311.5479;8.95;0.3429;97.79;2.1;0.11;82.55;15.16;2.3;345.2593;14048.7684;1034.7237
3149804;MG;35.0;1319.0;166985.0;3040.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2655.0;275141.3089;9.54;1.0444;83.76;14.02;2.23;28.16;31.2;40.65;82816.2202;37200.65;1847.3826
3149903;MG;30.0;703.0;21666.0;685.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1206.0;22767.655;9.72;0.3751;98.09;1.83;0.08;81.32;15.26;3.42;3638.7010999999998;15204.6554;104.2122
3149952;MG;30.0;160.0;17215.0;1952.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;315.0;21737.9585;31.34;0.5321;83.76;12.1;4.14;20.67;28.14;51.19;0.0;11437.0013;1296.4391
3150000;MG;30.0;167.0;27351.0;;;False;2025;292.0;28840.7557;7.0;1.6451;80.76;13.06;6.19;31.86;24.73;43.41;44.4404;23496.6851;
3150109;MG;30.0;280.0;12596.0;536.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;599.0;14818.8784;11.49;0.5263;97.5;2.5;0.0;84.41;15.59;0.0;146.89939999999999;11463.4524;56.5848
3150158;MG;20.0;533.0;9604.0;2856.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;696.0;9678.6286;18.74;0.3429;96.4;3.46;0.14;68.56;28.9;2.54;1288.6116;3107.4785;326.1073
3150208;MG;26.0;111.0;7237.0;;;False;2025;197.0;7204.3511;10.96;0.6677;91.37;7.61;1.02;57.71;31.08;11.22;167.8268;6363.106;8.486
3150307;MG;30.0;204.0;15385.0;4899.0;1.1 - Carvão vegetal;True;2025;846.0;29778.1239;5.77;0.6518;94.8;5.08;0.12;72.11;26.27;1.63;3562.8032;13919.9241;536.0986
3150406;MG;20.0;700.0;11881.0;935.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1488.0;22491.5076;7.53;0.4682;98.32;1.68;0.0;86.7;13.3;0.0;107.4507;17084.2424;478.6264
3150505;MG;35.0;629.0;29547.0;1999.0;1.1 - Carvão vegetal;True;2025;1003.0;34886.9222;7.96;0.4142;95.34;3.95;0.71;59.2;27.28;13.53;7986.183899999999;9908.9607;813.9545
3150539;MG;20.0;108.0;4928.0;370.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;99.0;5733.4883;23.37;0.6648;91.92;3.03;5.05;19.96;7.68;72.36;2.1069;2699.1987;1062.7351
3150570;MG;65.0;1145.0;67890.0;3425.0;1.1 - Carvão vegetal;True;2025;1473.0;103597.3662;22.61;0.452;93.32;5.37;1.31;46.72;28.55;24.73;361.052;39612.2479;329.8783
3150604;MG;30.0;482.0;14326.0;996.0;1.1 - Carvão vegetal;True;2025;1732.0;24870.625;8.36;0.267;98.96;1.04;0.0;86.91;13.09;0.0;628.9379;18357.7323;228.6118
3150703;MG;30.0;79.0;31956.0;499.0;1.2 - Lenha;True;2025;420.0;32154.01;10.55;1.637;76.11;22.17;1.72;37.12;51.03;11.85;25081.8823;854.5546999999999;285.8511
3150802;MG;28.0;2324.0;30744.0;19891.0;1.1 - Carvão vegetal;True;2025;3424.0;49836.7596;9.28;0.2608;98.68;1.17;0.15;82.58;12.7;4.72;305.11179999999996;25739.9958;2117.8594
3150901;MG;30.0;551.0;11384.0;158.0;1.2 - Lenha;True;2025;1379.0;15494.9767;24.22;0.2147;98.91;1.02;0.07;84.56;12.99;2.45;1500.9459;8686.3751;284.4795
3151008;MG;30.0;426.0;10033.0;88.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1036.0;10581.9989;16.58;0.1131;98.64;1.26;0.1;68.37;27.26;4.37;1848.0657;6187.3218;10.1064
3151107;MG;30.0;211.0;14255.0;120.0;1.2 - Lenha;True;2025;552.0;16372.0257;8.52;0.4908;94.75;4.89;0.36;63.4;30.93;5.67;0.0;15219.6492;13.4894
3151206;MG;70.0;269.0;35895.0;8666.0;1.1 - Carvão vegetal;True;2025;708.0;52550.0592;10.23;0.0206;95.7;2.44;1.87;20.45;13.85;65.7;2926.9035;13700.5727;2060.1658
3151305;MG;30.0;423.0;9498.0;427.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;987.0;12847.4997;14.89;0.2097;98.98;1.02;0.0;86.3;13.7;0.0;207.0611;9922.068;120.5977
3151404;MG;35.0;494.0;40090.0;18359.0;1.1 - Carvão vegetal;True;2025;882.0;44184.5536;9.01;0.5887;90.75;8.45;0.8;48.06;37.9;14.05;1442.964;25115.852;1470.258
3151503;MG;35.0;928.0;67395.0;9695.0;1.1 - Carvão vegetal;True;2025;1887.0;84403.3973;8.21;0.6074;92.78;6.58;0.64;58.24;30.7;11.06;20577.5862;27158.3546;1282.8941
3151602;MG;30.0;112.0;21873.0;;;False;2025;245.0;28866.9636;2.75;1.1073;80.83;13.75;5.42;21.21;21.35;57.43;21195.789099999998;724.9183;46.026
3151701;MG;30.0;1972.0;37130.0;437.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;4470.0;42637.9911;16.89;0.1994;99.51;0.49;0.0;91.4;8.6;0.0;10901.7404;17708.7211;114.4872
3151800;MG;20.0;296.0;37592.0;11793.0;1.2 - Lenha;True;2025;956.0;44867.8052;7.8;0.5276;85.91;9.82;4.27;26.46;29.02;44.51;7263.2145;10008.7389;5245.711
3151909;MG;30.0;990.0;57297.0;384.0;1.2 - Lenha;True;2025;1633.0;56740.451;21.6;0.5683;92.71;6.43;0.86;53.28;30.6;16.13;319.13419999999996;44179.5026;90.7569
3152006;MG;40.0;815.0;175127.0;258552.0;1.1 - Carvão vegetal;True;2025;2085.0;232116.8689;13.27;1.1234;80.5;16.06;3.43;27.48;34.93;37.6;23819.2791;78462.7359;28853.9655
3152105;MG;26.0;1006.0;31825.0;7481.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1885.0;39061.0448;14.04;0.242;94.57;5.38;0.05;57.58;40.68;1.74;458.65319999999997;27679.9251;438.9036
3152131;MG;50.0;248.0;32847.0;;;False;2025;836.0;52474.7716;16.26;0.3622;92.8;6.12;1.08;35.76;32.55;31.69;409.9599;26689.3966;9.9459
3152170;MG;65.0;1053.0;64156.0;31895.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1235.0;101987.5969;12.04;0.4679;92.38;6.24;1.38;44.9;29.26;25.84;20.3686;31554.8595;5127.8787
3152204;MG;65.0;3241.0;97777.0;;;False;2025;7405.0;157308.2604;17.51;0.0899;98.89;0.87;0.24;62.78;15.04;22.18;276.3469;81685.1104;6.4566
3152303;MG;28.0;1123.0;18718.0;12052.0;1.1 - Carvão vegetal;True;2025;1337.0;22214.5502;9.73;0.3796;98.88;1.12;0.0;90.46;9.54;0.0;473.1886;13360.4634;620.2528
3152402;MG;40.0;1056.0;44613.0;1514.0;1.1 - Carvão vegetal;True;2025;1806.0;54237.128;11.29;0.2249;95.83;3.67;0.5;56.94;29.42;13.63;70.9164;21381.8748;995.553
3152501;MG;30.0;1954.0;32033.0;822.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;4289.0;43470.2366;12.05;0.1647;99.27;0.7;0.02;86.35;11.87;1.78;10660.3211;17297.9326;172.65
3152600;MG;30.0;548.0;15878.0;665.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1188.0;22582.5744;9.0;0.3648;98.56;1.44;0.0;86.34;13.66;0.0;925.1863;15547.6939;157.8311
3152709;MG;22.0;344.0;12746.0;8175.0;1.1 - Carvão vegetal;True;2025;1048.0;22568.1924;6.68;0.5831;96.44;3.46;0.1;77.98;20.58;1.44;2012.1945;10495.8492;980.5493
3152808;MG;30.0;1793.0;392156.0;100125.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3380.0;475472.1388;9.86;1.9142;68.25;23.61;8.14;17.0;34.91;48.1;56039.4055;162344.2859;21233.5623
3152907;MG;26.0;451.0;15494.0;1975.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1010.0;19538.7746;9.8;0.3839;97.21;2.69;0.1;75.55;22.2;2.25;2898.5263;7919.7119999999995;579.3782
3153004;MG;35.0;471.0;37766.0;3489.0;1.1 - Carvão vegetal;True;2025;1163.0;57531.9216;12.31;0.8253;92.14;7.08;0.78;58.59;30.53;10.88;8239.302;18416.9168;1414.1199
3153103;MG;28.0;875.0;13509.0;6282.0;1.1 - Carvão vegetal;True;2025;1049.0;19080.1826;11.9;0.3643;98.37;1.63;0.0;84.72;15.28;0.0;413.02;10576.337;396.4635
3153202;MG;40.0;167.0;34022.0;1250.0;1.1 - Carvão vegetal;True;2025;887.0;55468.6406;5.66;0.3139;89.95;7.56;2.48;32.99;33.42;33.59;1395.0842;25675.7699;464.2008
3153301;MG;40.0;107.0;6686.0;1784.0;1.1 - Carvão vegetal;True;2025;126.0;10029.1903;5.42;0.5145;88.1;9.52;2.38;32.47;33.56;33.97;4.5804;1052.6054;843.9619
3153400;MG;65.0;2406.0;260400.0;30812.0;1.1 - Carvão vegetal;True;2025;3947.0;322521.8923;6.59;0.4057;93.16;5.74;1.1;45.98;29.63;24.39;42615.257900000004;101776.2538;7777.2022
3153509;MG;24.0;679.0;11376.0;195.0;1.2 - Lenha;True;2025;1109.0;13532.4307;16.19;0.2916;98.18;1.54;0.27;76.27;15.53;8.19;4430.9416;2254.0167;197.1451
3153608;MG;7.0;58.0;8586.0;386.0;1.1 - Carvão vegetal;True;2025;278.0;11742.6628;10.07;0.5072;77.29;12.45;10.26;9.02;14.01;76.97;180.37900000000002;5726.9802;55.9759
3153707;MG;40.0;368.0;46156.0;63157.0;1.1 - Carvão vegetal;True;2025;568.0;51647.6841;10.47;1.2162;82.12;16.64;1.24;37.34;45.75;16.9;580.6911;24664.166;4422.7128
3153806;MG;20.0;193.0;6436.0;1721.0;1.1 - Carvão vegetal;True;2025;670.0;13567.3308;11.7;0.5743;96.41;2.99;0.6;70.6;15.64;13.76;1052.6749;6960.3237;242.3639
3153905;MG;7.0;18.0;314.0;53.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;29.0;4728.775;2.83;1.7462;55.17;20.69;24.14;1.98;6.49;91.53;1.4306;166.7101;9.8462
3154002;MG;26.0;2332.0;63260.0;2761.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;2776.0;65995.089;12.92;0.4199;96.23;3.3;0.47;66.2;21.36;12.43;1646.0915;48795.0129;612.4515
3154101;MG;30.0;253.0;18948.0;1125.0;1.1 - Carvão vegetal;True;2025;686.0;21164.6898;5.86;0.6276;96.63;3.07;0.29;73.92;20.48;5.61;0.8328;18539.8249;68.1479
3154150;MG;24.0;393.0;9537.0;355.0;1.1 - Carvão vegetal;True;2025;776.0;13430.5642;17.43;0.3913;96.64;3.1;0.26;70.96;23.68;5.36;2700.3451;4117.1806;265.0455
3154200;MG;30.0;935.0;35825.0;33396.0;1.1 - Carvão vegetal;True;2025;2176.0;56920.0714;6.87;0.5075;97.38;2.57;0.05;81.42;16.78;1.8;2741.3026999999997;25974.1256;2934.4436
3154309;MG;30.0;945.0;79945.0;71.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1519.0;92204.9531;11.2;1.087;87.4;11.35;1.25;46.69;35.98;17.33;162.1412;80406.5926;144.6137
3154408;MG;30.0;362.0;10645.0;10190.0;1.1 - Carvão vegetal;True;2025;759.0;15584.2601;9.94;0.3474;97.23;2.51;0.26;73.34;19.88;6.78;1079.467;8016.5008;1082.6197
3154457;MG;70.0;994.0;145853.0;12788.0;1.1 - Carvão vegetal;True;2025;1428.0;157826.939;20.92;0.4019;91.73;6.56;1.71;30.78;24.82;44.4;9043.3293;64943.026;2377.0426
3154507;MG;65.0;1230.0;73462.0;47878.0;1.1 - Carvão vegetal;True;2025;1839.0;108553.9544;14.35;0.2315;96.23;2.95;0.82;45.21;20.13;34.66;38.1055;18261.6651;5963.8748
3154606;MG;7.0;142.0;4326.0;;;False;2025;261.0;6638.9336;12.87;0.9837;78.12;16.41;5.47;18.59;32.79;48.62;9.1836;3124.9912;0.5899
3154705;MG;30.0;94.0;3183.0;95.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;260.0;4085.6156;7.89;0.2952;99.23;0.77;0.0;93.7;6.3;0.0;379.6243;3019.1632;14.533
3154804;MG;7.0;97.0;3642.0;1386.0;1.1 - Carvão vegetal;True;2025;304.0;13202.5916;7.78;1.1595;75.58;15.18;9.24;12.26;17.31;70.44;0.0841;438.1855;17.6582
3154903;MG;26.0;425.0;35964.0;875.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;577.0;33916.2055;13.42;0.8267;83.65;13.91;2.43;32.52;41.41;26.06;546.178;24974.0099;40.0865
3155009;MG;26.0;194.0;8666.0;491.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;353.0;9924.9463;9.57;0.5009;93.41;6.59;0.0;64.55;35.45;0.0;0.168;7181.106;66.3763
3155108;MG;60.0;275.0;30072.0;78.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;891.0;43118.4171;17.68;0.3537;95.28;4.49;0.22;57.84;34.06;8.1;43.7254;22773.9122;2.485
3155207;MG;22.0;1128.0;14217.0;4348.0;1.1 - Carvão vegetal;True;2025;1201.0;18056.9205;14.21;0.4427;98.25;1.75;0.0;85.9;14.1;0.0;122.0818;14717.428;304.8945
3155306;MG;20.0;389.0;8581.0;293.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1436.0;17251.9235;9.58;0.3041;98.19;1.6;0.21;78.98;12.79;8.23;231.48590000000002;11679.7386;170.4383
3155405;MG;30.0;220.0;14931.0;673.0;1.2 - Lenha;True;2025;530.0;18363.7398;11.69;0.6299;93.55;6.07;0.38;63.03;29.66;7.31;251.3971;15852.3717;33.0075
3155504;MG;40.0;1080.0;105902.0;915.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2592.0;131581.2709;7.97;0.576;93.87;5.26;0.88;55.91;27.14;16.94;44572.0328;36918.7256;1136.099
3155603;MG;65.0;3429.0;144153.0;156961.0;1.1 - Carvão vegetal;True;2025;12180.0;263259.4502;28.36;0.1413;99.08;0.74;0.18;66.71;10.8;22.49;735.2840000000001;29784.922;32332.0104
3155702;MG;20.0;411.0;18566.0;17422.0;1.1 - Carvão vegetal;True;2025;1108.0;33975.1434;5.52;0.7774;93.1;6.36;0.54;54.55;26.84;18.61;7.2358;16453.3302;2429.8478
3155801;MG;30.0;531.0;15249.0;311.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1021.0;22297.7856;12.97;0.4656;98.12;1.88;0.0;83.37;16.63;0.0;382.1136;17534.1557;74.5269
3155900;MG;24.0;297.0;23699.0;222.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;685.0;29247.8338;12.95;1.0386;88.03;10.95;1.02;48.19;40.18;11.63;230.0748;11303.6855;135.0206
3156007;MG;24.0;1088.0;58926.0;1689.0;1.1 - Carvão vegetal;True;2025;1772.0;69725.1385;14.01;0.6867;88.64;10.12;1.24;42.0;38.72;19.27;384.2935;24422.104499999998;1576.7168
3156106;MG;30.0;367.0;24205.0;13511.0;1.1 - Carvão vegetal;True;2025;713.0;35731.4658;7.85;1.0094;87.94;11.36;0.7;54.4;38.28;7.32;1673.2548000000002;15835.0113;1715.9999
3156205;MG;24.0;71.0;5027.0;196.0;1.2 - Lenha;True;2025;168.0;7867.6263;4.45;1.1615;86.23;12.57;1.2;45.81;42.81;11.38;0.5829;6298.8434;16.154
3156304;MG;30.0;123.0;4247.0;305.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;369.0;6030.2611;10.8;0.3173;98.1;1.63;0.27;75.53;17.2;7.26;22.4602;5722.2774;18.7867
3156403;MG;40.0;196.0;32038.0;9204.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;448.0;34772.7214;9.83;0.5556;88.96;8.11;2.93;35.46;24.49;40.05;21648.5073;3111.7734;4137.8143
3156452;MG;28.0;399.0;5886.0;245.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;842.0;9744.5745;16.26;0.2529;98.55;1.45;0.0;80.34;19.66;0.0;258.605;6234.6494;164.3929
3156502;MG;65.0;1219.0;89241.0;4843.0;1.1 - Carvão vegetal;True;2025;1861.0;85078.2142;16.63;0.2311;96.34;3.17;0.48;56.03;27.11;16.86;51.77610000000001;32711.8649;3900.8129000000004
3156601;MG;60.0;748.0;71482.0;;;False;2025;1058.0;78815.6435;15.21;0.5131;91.09;7.87;1.04;48.19;36.61;15.19;83.8117;49533.3409;
3156700;MG;7.0;229.0;3998.0;136.0;1.2 - Lenha;True;2025;988.0;21091.4605;13.11;0.3989;86.57;9.77;3.66;20.01;22.24;57.74;13.7301;2720.2317000000003;62.413399999999996
3156809;MG;24.0;1300.0;73989.0;33132.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1284.0;80672.2065;8.95;1.0588;83.98;13.83;2.19;31.76;35.03;33.21;62.783199999999994;24898.8586;10659.5889
3156908;MG;35.0;1312.0;224041.0;50159.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;3227.0;283626.6377;6.94;1.0367;83.7;14.14;2.16;33.99;38.24;27.77;80530.4436;41641.622800000005;10510.3108
3157005;MG;65.0;1970.0;105862.0;4101.0;1.1 - Carvão vegetal;True;2025;4012.0;151725.5767;14.5;0.204;97.08;2.75;0.17;65.86;28.23;5.91;126.3777;74378.1827;2451.1582
3157104;MG;60.0;325.0;85430.0;;;False;2025;310.0;83578.6209;9.54;1.6928;64.4;28.48;7.12;13.18;47.52;39.29;41.959399999999995;67453.4163;2.1478
3157203;MG;20.0;297.0;22469.0;20933.0;1.1 - Carvão vegetal;True;2025;749.0;59860.2483;5.01;0.7599;87.1;9.54;3.36;18.24;15.63;66.12;46.351299999999995;7276.2383;7550.5194
3157252;MG;20.0;973.0;9092.0;107.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;966.0;9202.4353;20.06;0.2904;98.34;1.66;0.0;80.82;19.18;0.0;1763.2450000000001;2974.8057;375.5984
3157278;MG;24.0;291.0;24439.0;6492.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;714.0;35899.1335;12.29;1.1558;83.15;16.15;0.7;42.76;46.05;11.19;40.4608;17200.4541;707.0736
3157302;MG;22.0;526.0;13655.0;388.0;1.2 - Lenha;True;2025;979.0;15536.8744;16.53;0.465;97.45;2.55;0.0;82.66;17.34;0.0;122.7804;13738.9563;79.8824
3157336;MG;22.0;1.0;;;;False;2025;4.0;53.6003;31.15;1.1022;100.0;0.0;0.0;100.0;0.0;0.0;0.0;50.8736;
3157377;MG;65.0;877.0;29463.0;4295.0;1.1 - Carvão vegetal;True;2025;1333.0;51524.2059;18.3;0.3142;98.12;1.28;0.6;67.82;11.16;21.01;1.8917;23840.2027;2917.3388999999997
3157401;MG;26.0;402.0;17491.0;153.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1392.0;22443.2652;14.92;0.2297;96.98;2.66;0.36;65.36;25.58;9.06;13.772099999999998;18348.7272;30.6536
3157500;MG;24.0;201.0;8028.0;2423.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;285.0;9198.0033;11.86;0.9568;90.88;9.12;0.0;60.4;39.6;0.0;18.7237;8394.6691;227.6595
3157609;MG;70.0;500.0;180976.0;37063.0;1.1 - Carvão vegetal;True;2025;962.0;257453.923;28.42;0.8447;79.53;13.9;6.57;14.72;21.46;63.82;1764.3556;85071.7551;8091.8497
3157658;MG;60.0;293.0;23598.0;;;False;2025;585.0;21394.3301;9.29;0.2982;97.78;2.22;0.0;78.53;21.47;0.0;24.0657;15732.9226;
3157708;MG;35.0;367.0;52983.0;373.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1037.0;71387.2139;7.01;0.752;88.29;10.45;1.26;39.3;33.7;27.0;38637.231;6020.2472;833.5014
3157807;MG;7.0;220.0;6928.0;;;False;2025;575.0;12598.8426;9.98;0.9767;74.83;20.28;4.9;22.53;43.11;34.36;88.00699999999999;4943.4847;54.6134
3157906;MG;24.0;2068.0;20286.0;260.0;1.2 - Lenha;True;2025;2410.0;20544.5656;22.58;0.2214;99.17;0.83;0.0;90.63;9.37;0.0;4414.9211000000005;7566.2594;301.7235
3158003;MG;20.0;623.0;35782.0;9753.0;1.1 - Carvão vegetal;True;2025;848.0;49420.5808;5.37;1.3905;78.11;20.24;1.66;32.19;47.95;19.85;16.124299999999998;18459.6811;5850.267
3158102;MG;60.0;339.0;26582.0;;;False;2025;722.0;34715.6674;13.85;0.4145;96.94;2.51;0.56;70.17;16.96;12.87;110.0172;23151.2924;
3158201;MG;30.0;694.0;37583.0;2379.0;1.1 - Carvão vegetal;True;2025;689.0;38027.0621;14.0;1.047;86.21;13.35;0.44;42.85;45.14;12.0;82.4545;28486.5781;245.2444
3158300;MG;26.0;363.0;15150.0;595.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;694.0;17107.0907;11.44;0.2947;94.65;4.63;0.72;49.38;30.23;20.39;6759.741;3683.4868;145.209
3158409;MG;30.0;450.0;15777.0;923.0;1.2 - Lenha;True;2025;607.0;14103.2452;14.18;0.5254;99.01;0.82;0.16;83.54;5.09;11.37;0.3338;12914.5512;57.9817
3158508;MG;20.0;1123.0;59969.0;820.0;1.1 - Carvão vegetal;True;2025;1505.0;89956.0179;8.91;0.9952;83.39;12.89;3.72;27.54;27.45;45.01;836.9689;30905.8042;132.2977
3158607;MG;24.0;69.0;14127.0;770.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;163.0;16276.4494;7.44;1.8226;71.17;23.93;4.91;23.84;39.68;36.49;2.1601;8864.8754;120.6681
3158706;MG;30.0;155.0;11254.0;13221.0;1.1 - Carvão vegetal;True;2025;306.0;17704.1082;2.71;0.9926;87.25;12.42;0.33;50.46;42.53;7.01;410.4471;5867.1652;1008.1196
3158805;MG;30.0;129.0;8179.0;216.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;204.0;9684.2534;6.73;0.848;91.18;7.84;0.98;56.97;28.93;14.1;626.9904;6772.7675;71.7799
3158904;MG;24.0;1215.0;26718.0;200.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1416.0;28362.8797;16.54;0.5135;96.38;3.4;0.21;73.66;22.16;4.18;5302.761;13047.0204;323.3604
3158953;MG;30.0;215.0;18319.0;842.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;827.0;23239.5587;14.47;0.1021;95.65;3.63;0.73;31.25;23.14;45.62;3.8859000000000004;7381.8064;3837.1827
3159001;MG;20.0;240.0;19125.0;;;False;2025;565.0;44419.6082;16.16;0.6956;80.22;12.95;6.83;13.74;20.34;65.92;42.526799999999994;4024.5235;57.4063
3159100;MG;20.0;459.0;9697.0;812.0;1.1 - Carvão vegetal;True;2025;616.0;15112.2391;14.96;0.6583;92.67;6.35;0.98;56.75;29.85;13.4;278.1227;10123.6579;448.8698
3159209;MG;26.0;1116.0;38041.0;444.0;1.2 - Lenha;True;2025;2160.0;45828.6867;14.16;0.4913;96.55;3.35;0.09;75.3;22.25;2.45;9323.5339;21256.9137;774.7218
3159308;MG;24.0;483.0;29959.0;;;False;2025;719.0;34610.5764;10.39;1.3382;86.63;12.53;0.84;52.44;37.43;10.13;577.1565999999999;13538.3664;42.9104
3159357;MG;20.0;263.0;5760.0;70.0;1.2 - Lenha;True;2025;420.0;5966.9114;19.23;0.4583;96.41;3.59;0.0;74.79;25.21;0.0;817.5207000000001;3125.953;176.9957
3159407;MG;24.0;388.0;19730.0;17113.0;1.1 - Carvão vegetal;True;2025;771.0;27209.2733;8.65;0.9595;90.51;9.23;0.26;61.78;34.73;3.48;1124.22;13672.3602;1056.3182
3159506;MG;30.0;731.0;33520.0;;;False;2025;1053.0;36738.0107;9.84;0.6843;94.76;5.05;0.19;70.49;26.22;3.29;1868.1622;20399.5282;253.8916
3159605;MG;30.0;898.0;25835.0;1590.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1242.0;30972.5539;9.1;0.3422;95.37;4.55;0.08;63.23;35.27;1.5;7991.928400000001;10582.9425;197.8988
3159704;MG;35.0;426.0;24088.0;298.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;742.0;27156.3127;12.17;0.3356;94.82;4.36;0.82;52.16;27.51;20.33;2296.3145;9591.1636;285.1773
3159803;MG;30.0;972.0;234571.0;;;False;2025;1611.0;293118.4584;8.82;2.1868;67.18;22.39;10.43;14.21;25.3;60.49;40612.1215;156419.17429999998;0.0
3159902;MG;30.0;529.0;36334.0;13046.0;1.1 - Carvão vegetal;True;2025;1049.0;43157.628;8.75;0.4327;92.73;6.02;1.24;43.66;29.53;26.81;7227.277999999999;18246.0516;2741.8157
3160009;MG;30.0;314.0;16733.0;1040.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;616.0;18386.8544;9.75;0.703;96.43;3.25;0.32;78.3;16.89;4.8;3.4097;14672.4888;48.8217
